,letter,year
pw119,8th april 1918 weather horrible may david letter no.101 dear david saturday work till least others stay till evening needlework little straightening go bed soon never spring clean do quickly week last ask landlord 3 room do ask would like men come say wednesday sweep tuesday end week do look nice sunday morning letter 1st march 18 arrive 16 still miss perhaps mail train blow 18 make feel much happy 17 sound though feed everything glad waistcoat fit well sound though take measurement arm would ever thing much prefer arm around much afraid answer point n letter fact answer thought train compartment enjoy many argument later 10 minute write forget point note board education instance send enclose second note say ask yet arrive post cox letter hope run short go balham sunday weather turn horrible pour time start train sit fire finish read library book – man nowhere exciting book somewhat hero first chapter penniless last income year intermediate chapter get shoot heroine marry end also shoot two ruffian almost head cut axe murder poisoning case abduction case thrashing two liven thing bit hero bit smash face two men get run bow st murder charge wrongly get acquit soon happen within one week time yet answer last two letter another try week awfully busy thank goodness goodbye may,1918
pw120,6th april 1918 beach hut idea may david letter 100 dear david reach home last night find letter 14th february waiting glad previous letter contain one cox yet come expect within day two come order reply letter next week busy wet day glad stay afternoon till try get back work bit morning post mrs taylor letter one c webber also copy mine tired tomorrow shall go afternoon stay night workman finish get nice straight put larder pantry right last night work hard need worry enjoy immensely feel get war one men come back front week course come straight office although week ago marry office great attraction men ask war go last another 2 5 year folk like say emphatically say course nation stand lose hundred thousand men week end. since felt cheerful see soon altogether like idea wait another 5 year get glimpse get swelled head know particularly give flatter folk look remember tell dream respect beach hut barn sleep accommodation 4 folk think dream like think practicable ought turn good account wretched war practically folk state single blessedness say know proverb ‘ singleness bliss ‘ ti folly wife get married shoal child expensive luxury accommodation seaside place often easy get many board house take young also apartment small inexpensive hut near beach fit la board ship ought let like wild fire think work cost might pay u erect row place sand must stop work 3 hour earn 6/- goodbye may,1918
pw121,5th april 1918 birthday present david ginger april 5th 1918 post card 8 birthday many happy return wish could send present never mind shall probably able next time letter jan 14th via berne say send two pair sock however arrive awfully sorry hear john brother mitchell could manage send belt repair boot get home consequence shall soon walk hand upside order save boot leather please also send hob nail also send occasionally american architect brick builder architectural record paper type able come letter post book send home able little work probably use later hope well letter kiddy david,1918
pw122,3rd april 1918 workman may david letter 99 dear david ethel enjoyable time gt stukely learnt something rural life must alright holiday reckon would like live hole chiefly account water arrangement rather want portion village ethel stay depend one pump water go wrong time back instead get mend use water water butt ethel say make tea taste smokey folks limit must water lay bungalow wraights live purley invite ethel day next sunday say must go holiday message nuisance want spend weekend balham shall write mrs taylor put week know want always bless make welcome spoil wholesale find return expect summer esther write day david expect send abroad day want cottage somewhere country know one etc etc furniture still finchley rd flat live buck lately encyclopedia like tell write town clerk whatever provincial town would like workman start yesterday moreover turn morning hope get house end week guess busy sunday tell old cleaner take queer hear bad last saturday take infirmary must attention night day write tell would come see one day think wise take tell time back would break heart go see would get hospital treatment get well quicker way ill write someone else reply poor soul guess day remember tell one acquired company work satisfactorily worry chief grave well fetch liverpool office one men reckon smart introduce far make seem shrewd experience kind work ask accident supt mostly help room company promise run every give ½ hour could spare see decent sort many men tackle girl clerk somehow strange fearfully busy get bad must dry letter come yet ie one date 1st feb. goodbye may,1918
pw123,2nd april 1918 soap may david dear david easter bad one consider guess next much good fully expect feeling grand last day right saturday busy day u morning afternoon shopping drop line old cleaner mrs mathews say would go see one night week mama go make basket eatable letter doctor saturday follow reference patient mrs matthew 20 granby st may say suffer great general debility good deal sickness somewhat good today hope gradually improve though require careful dieting nursing. hop get convalescent home think perhaps salvation army one call headquarters afternoon see saturday even finish first stocking go good time sunday showery busy morning plant mustard cress seed afternoon sunday evening read mystery hansom cab interesting book finish train morning monday early strenuous day ask employ little labour possible workman come three room wednesday sweep today set work get aforesaid room ready polished furniture day long stack drawing room wash picture vas really enjoyable three postcard ethel give view huntingdon cambridge seem go lot spite shower also letter mr taylor enclose postcard date 5th march mention soap watford cold wet apparently get parcel harrod believe send one week day ago write ask include stick shave soap hear precious germany bye time mrs taylor send clothe include piece soap interesting article one paper write man return germany whole war mention soap unprocurable good many thing read though country bad way run anything seem likely warn careful one two thing sufficiency think germany suppose self-supporting however heap oat potato cultivate people allow keep pig back garden reckon support statistic show poor child good feed clothe use past must stop long interview new girl morning engage two away holiday busy time commence letter yet arrive one date 1 feb contain letter cox shall glad still worry shall long post card come goodbye wish feel cheerful – know may,1918
pw124,1st april 1918 house sketch david may holzminden 1 4 letter no.20 dearest mum tell pay book send good really say give photo enlarge frame tell u awfully nice thought mum seem particularly pleased know hand seem constantly thing like dear well week ago letter tell argument g.m course anxious know result following letter come altho tell cause know must something touch welfare girl jolly glad tell though least like confounded fellow bullying moment expect accept resignation fool regard learn work know would care make start whether leave present office would get mitchell elementary building construction bookcase advance book deal graphic static formula generally want yet work draw various part go along far best mean get idea thing help considerably read drawing also room set mitchell build plate sort flat music case use conjunction book practically book sketch amplify cupboard polly room collection note mine various subject may use fancy may somewhat advanced begin mitchell plat may believe book quantity bookcase start yet must fair knowledge construction first besides one learn quantity book grow like corn get back shall able teach fraction time dig book enclose sketch two house result part day dream tell think let know like idea general appearance think would suitable give alteration think idea strike letter b copy refer go cost either course b good deal large would cost considerably mark size various room see put cupboard wash basin bed room arrange bedroom 4 could necessary divide two small room simply put partition across centre think external wall might rough cast half timbering front elevation attractive back know would matter great deal think put door lead draw roam garden think might shutter close make thing cosy evening also front door might double door one solid inner one glaze outer one could throw back day would care small serve hatch kitchen din room notice put living room face south think whole arrangement turn round suit aspect ground think either would suit think scheme internal decoration hit sort satisfactory idea thanks muchly see mum business matter see successful reduce amount think take job permanently future thanks send form board education book please destroy second form must work saturday tire without give chance recover week work weekend today quite april day brilliant sunshine snow shower alternately hill valley round camp lovely cloud come fill one valley mist distance look though whole gap hill fill huge smouldering fire time hill side perhaps golden sun wood high stand sharp clear cut black shadow would give really maud hear prelude cradle piece remember last time play prelude wish would play know play infinitely good people yet let drop please would rather lose beauty music feel use come back goodbye david enclose mum letter,1918
pw125,30th march 1918 short letter may david dear david short letter busy 5 girl turn morning one two queer stay away hope another outbreak measles like last winter think percy wraight holiday cancel folk huntingdon wire ethel go without would go first afterwards hear post arrive come away cold showery yesterday morning keep bright able little gardening much rain night ground rather sodden ern go bike ride plant tomato seed afternoon thus steal march ethel cucumber sit fire afternoon evening read knit talk go bed soon p.c mrs taylor morning say watford easter glad go go see miss massey wednesday find better poor old cleaner mr matthew ill. letter doctor morning say suffer general debility sickness hop recover sound grand must go see next week wish know home get hope letter come weekend almost 4 week since hear though p.c come balham mention letter 1st feb know way must stop long goodbye may,1918
pw126,27th march 1918 tomato + cucumber may david dear david back winter yesterday snow north london wind cut today horribly grey never mind get war good time ahead meantime heap know thankful feel know present scrap though guess would rather mr grayford call see u whenever come always pop room seem motherly u look queer though talk cheerfully maud also look take almost 10 minute feel cross feel well brutally tell alright really think much give selfish take well admit perhaps think ought believe ethel holiday percy phone yesterday hear go work saturday easter monday ethel seem mind bit put new blouse buy yesterday grey silk look good value try last night find little small grow fatter huge long ern go grow tomato try ethel attempting cucumber remember succeed grow one alas one last year beauty ern competition mama hope grow rest produce wish grass cut pay morning go invest another £10 make £35 year already finish read sale lady daventry yesterday get another book smith surbiton almost finish think much awfully tame especially previous book contain two terrible scandal cause two death two accident besides plenty misery must leave shall write friday good friday drop line saturday business goodbye keep cheerful always think may,1918
pw127,25th march 1918 chapel pack may david dear david weekend diary friday night call dressmaker way home business accompany companion quarrel would carry parcel butcher pay bill arrive home late though late use use come personally knit supper bed saturday glorious go work new dress alright last leave early sharp sharp go balham get shortly one lovely dinner call little beast get lovely dinner never mind shall make lose time bye grow corporation hope poison attempt cook dinner go shopping turn thoroughly content four large shop select hat glad mr taylor come know do without know never think hat suit vanity course ought new face hat suit people alright go back tea afterwards mrs taylor come far plough go home knit much reach interesting part book read think ought tell doubt whether old enough know shock place supper put clock summer time go bed soon asleep slept well nearly always excellent conscience imagination vivid almost feel fondle sleep perhaps tired end day well wake good time ie summer time remember clock put stay bed extra long time make enjoy lovely dream eventually get another glorious day mean walk cemetery morning ala muddle til dinner time catch mint sauce dinner remind u summer warmer course wear new hat course go chapel like saturday sunday quite comfortable sure like wide brim could possibly walk closely chapel pack people sit step even stand anniversary sunday school singing good choir master flourish baton grand style stand edge gallery instead usual place twice speak people hearty quite enjoy spite fact mr brown continue sermon want preach fear lord beginning wisdom good sermon want hear continuation second coming christ air saint seem might take place time chapel peter take u walk supper bed morning reach office second time do since spend weekend balham mr taylor get early enough stop talk eat enjoy generally pleased see post card saturday date think feb 6 mention letter 1 feb enclose one cox come yet run short money might want newspaper full news glad get war course side win – usual apparently people despatch glory ‘ en masse shall grow callous time rate must stop long hop really alright say may,1918
pw128,22nd march 1918 news censor may david dear david friday lovely day good thing grumble stay work instead go good grumbling letter card maud day usual wording plus fact well another girl use work room take head away week would like turn tomorrow mr taylor go shop go buy new hat go violet dress vanity sunday go stay night news little knitting darning last night finish first stocking yet invest bonus day hope add next wednesday stop longer must see salary thank goodness get money chest would come right first short quantity send tonight shall call dressmaker skirt alter may alright time bils pay butcher home knit get news newspaper thank goodness shall sorry normal time one ethel men call office day ethel ask soon think war would think course holiday say rest letter cut censor,1918
pw129,20th march 1918 golf corset may david dear david last monday even spent look paper joke best topical one hence well repeat one picture make laugh time think course know lady paper illustration golf corset especially sporting paper well picture illustration advertisement right middle lady swing club dress corset couple lace frill caddy hold cap face two men come behind evidently overcome one club fairly eye wicked old bounder peep bunker shock wonder censor pass still picture far shocking look yesterday grey drizzle day make kipper paste evening knitting yet finish first stocking prefer make sock much quicker today glorious lose early train purposely morning enjoy companion company immensely come conclusion seem go year doubt always talk blessing write although give important news monday night mama dreamt first time dreamt ethel get married dreadful sign mean death ethel go strong go die shall die want live without mind mile away feel still bit though guess like inaction help hope plenty read know thought happy one give hope ever become thin willowy graceful come back find barrel exercise eat ever remember breakfast use consist one thin piece bread butter small cup tea well mama read paper several month back article write value oat apparently everyone eat oatmeal less wheat would trouble food question whole world would save etc etc know style another food crank write say people live england eat fat bacon duty nation start large plateful porridge golden syrup bacon bread butter another slice marmalade case feel bilious still eat usual amount day one invalid return today another expect tomorrow goodbye may,1918
pw130,18th march 1918 surrey hill may david beckenham dear david half page cut censor saturday even needlework bed lovely dream one dream civilian clothes tease realistic manner sorry wake sunday morning call mac go see age go away wednesday easter holiday nothing like start good time alter slightest look well spite hard work afternoon evening read newspaper could find news beautiful weather though wind rather cold three girl away owe illness make u rather busy therefore guess well leave get goodbye may p.s since write £5 bonus give shall let think tea time think yes spend day wander surrey hill directly though leaf yet,1918
pw131,15th march 1918 wife angel may david dear david excuse red type fill heading morning complete first portion classification investment get work well year usual nothing happen write since last write busy leave sharp evening maud come take ten minute never mind go write away sutton go tomorrow week ask addressed envelope rise to-day make salary £1.12.6 read something rather funny day resigned husband say wife must angel always harp something never seem much wear. wonder ever call angel shall know mean finish reading mark beast awful book ever read author die month back know think gloomy vivid awful imagination must something death shall send book previous one twinkling eye alright lend maud day two return unread believe frighten read book religion case pet theory upset would read book russell though house several week lovely day bright cold would like go long walk would good go would get far think anything say goodbye present may,1918
pw132,13th march 1918 mr pankhurst may david beckenham dear david nothing relate since last letter mrs. taylor post p.c date 28th jan. second photo say nothing waistcoat hope decide easter whitsun saty holiday morning whitsun ethel away caster huntingdon must home though mrs. taylor want spend time however might spend whitsun maud always think talk health decide must week holiday go dr. give medical certificate say must change write cousin sutton go next saturday week staff girl would pull together hold till easter duration creature limit sometimes almost feel sorry get maud course healthy fault help fancy think much somewhat conceited rate self-important read sequel book order twinkling eye viz mark beast account time great tribulation 7 year mention bible follow second coming christ air take away saint dead live leave behind ala accord author even bishop like people go theatre holy spirit leave earth devil come get dreadfully deprave text author quote apparently go happen also 42 month universal war great tribulation anti-christ reign jerusalem christ come king reign 1000 year earth whole theme interesting author humanlike put prejudice instance woman movement worry awful time come good deal due equality sex emancipated woman promptly away marriage service live wickedness poor man must worry nothing spite wonderful knowledge bible overlook christian era neither male female thereby denote equality sex well book worth read suppose poor soul prefer apparently toady woman folk reality fool guess good half way think good remind ethel two ticket give chief albert hall mrs. pankhurst chair believe first mass meeting since woman vote extend last night go lecture exception policy i.e policy sort give learned barrister listen quite long time thought usual wander past future remind dream night another dwelling well bungalow beach hut somewhere south coast consist sort barn divide part nearest sea i.e actually beach sitting room whole front seem somehow open behind small division contain shelf small cupboard range sink furthest part divide match board two slip room contain two sort bench mattress blanket mean bed barn would sleep know possess dream think anything sort nothing say time say either goodbye present may,1918
pw133,8th march 1918 good drawing may david beckenham 8 3 dear david usual news letter mrs. taylor yesterday ask weekend write say would sunday stay night really must work tomorrow afternoon evening want go dressmaker sunday morning want go cemetery weather permitting permit last sunday stocking knit progress slowly – like health get – do six inch first one new book library awfully funny call sally rock way home yesterday call vi birthday wish happy new year grin say know mean mama send silk bag buy bazaar please vi immensely georgie bed cold otherwise news except auntie last get woman help far treasure long though saw awfully good draw day majestic special ragged urchin push homemade barrow path word must wheel road boy. garn pass real cop road ‘ e never say nuffink see. get four girl away guess well get work eccles back work – whole week well goodbye may p.s always wonder day suppose allow say,1918
pw134,6th march 1918 blustering chief may david beckenham 6 3 dear david weather improve tremendously maple send dividend bonus nearly £3 country seem full money work folk do 5 inch stocking knitting awfully fine behindhand policy work 27th ult instead 4th inst utmost allow humphries dreadfully excite tell go lutt say like say go blaze next best thing guess shall hear anything would like stay late bye funny lately know company building well general manager chairman director blustering chief accident supt. one director company apparently new company particularly like take thing work smoothly use good pay concern might know something wrong chief bear make know lately difference opinion general manager would give way day accident supt sent start ask silly question manage girl politely ask drive own bother acquire company practically say management beyond send g.m early grave finally g.m pass matter ace supt make report detail get idea give supt last year figure go know amount work expect girl go another go managing add might necessary ask go company manage personally nice job imagine deal sack round must get work goodbye day may,1918
pw135,4th march 1918 bald head fossil may david beckenham 4 3 dear david saturday intensely cold boisterous bright day go office morning balham afternoon greet lovely smell home make sausage apple tart take oven taste nice smelt leave time catch 6 brixton taylor come far plough leave fit cough last quite 10 second mr taylor promptly put bag pot honey several lemon mixed get home quickly cure dear soon arrive home postie bring letter 16th jan. make two one week contain account lecture read letter home laugh hoarse awfully well write glance sound though comparatively happy time though prisoner also bring away fine black yarny wool buy one aunt though pay start make thinner stocking summer take age make wool fine fancy darn poor dear get home shall want stroke work letter muriel saturday ask would like book send say yes fancy norah madge relation yes rather one temporary leave week ago account chest delicate consider strong go dress abet scantily expect dead fortnight use go board school muriel work miss andrew palmist mr. maconachie small world go cemetery sunday anticipate clerk weather say emphatically blow hard possible rain hard possible awfully cold lazy day instead read newspaper could find news ask mrs. taylor many malayalam share certificate go look put matter mr. h. webber hand ask know copy letter reference week ask happen say mr. webber see cancel last order want share due put name pro tem pay money read brigstock ask tell say felt could say might bald head fossil watkins bring photo to-day duly sign splendid friday stand one temporary girl miss watkins age 18 come money ask watkins relation know calmly look say sisters. look injured innocence fly goodbye may,1918
pw136,2nd march 1918 parcel harrod david ginger ethel linn post card 7 mar 2nd 1918 last letter date nov 24th since want letter might write often possible way hope get card write month yesterday parcel harrod stop time two previous one get dec 18th jan 6th probably know berne bread also stop letter always news get others life resolve something like mark twain diary 1st day – get wash go – 2nd day – get wash go bed – however good deal reading get book home send publisher also small library novel send dick belt stuff boot repair heap hob nail get home hope well david,1918
pw137,1st march 1918 book order may david beckenham 1 3 dear david line say alright busy work late news tell finish tea-pot cosy nicely make another march come like lion suppose order builder clerk batsford send list everyman wayfarer library catalogue engineering book also copy book read twinkling eye expect think goody goody book contain interesting fact jew to-morrow afternoon spend mrs. taylor mama think cold garden sunday particularly want go cemetery look bulb bird nasty way peck bulb go cover every must stop payday temporary bye pay wednesday invest £10 look like beating record year goodbye may,1918
pw138,1st march 1918 weser walk david may holzmindln march 1st 1918 letter 18 dearest waistcoat come splendid even good first one nice long fit like glove manage get fit like seem hug nearly go bed first night think pull shape third lot book also come thanks awfully get good estimating lockwoods book go useful batsfords however send list surveyor institution library list architectural book include letter november 16th enclose form board education make mention book come enclose another please forward also enclose letter cox ask increase monthly amount £15 find manage amount also mum letter usual letter january 16th say nice thing – thing read many time even letter wish home able carry somewhere instead stay work saturday afternoon time possibly without sort thing awfully glad manage go long without cold hope manage go winter way ask – quite well thank still long look way mean want badly awfully good spend many weekend mum look business matter way let keep talk midnight go office next morning second epistle lieutenant ethel barnett hop censor excommunicate offer send book good please thank letter book tell small library get novel really want technical book send last day walk parade good get go party forty weser run close morning walk go distance along bank opposite side hill go practically water edge 600 700 foot well wooded distance cross field come back two village close camp one village rather picturesque nearly house half timbered panel timber generally fill rough cast whiten give clean appearance whole place party go cause small stir number people come window see u never much notice take life another day go somewhat different route piece pine wood two mile camp nearly hill round camp pine wood grow round upper slope really fine wood point view scenery come wood get good view part weser valley two range hill 2 3 village distance course even well thing begin get green later birthday within day get dear little girl buy something know wish could wish many happy return way would like goodbye david,1918
pw139,28th feb 1918 rationing london fanny taylor ethel ginger linn 56 ramsden road balham london sw12 feb 20th 1918 darling ethel tell would let know get letter david well receive one last night date jan part xmas day dinner nine u – great mighty feast menu – start beginning draw lot another fellow make menu two cook cook nearly day think 5 others lay table see table sight god blanket serve table cloth set silver save mark cutlery sparkling winking light splendidly central ornament thing oyley smooth cotton towel use week gorgeous spergne make base metal shave mirror fill silver cover chocolate imitation christmas greenery menu sketch post card show big busting butler ring bell dinner menu – ‘ puree de legume half doz packet soup powder mixed together indiscriminately regardless flavour result bad ‘ saumon en casserole matter fact cook frying pan one tin salmon lot u dinde au jambon la diable one fellow say divil mess pommes de terr beurrees harricots petit poi tin course turn quite well macaroni la francaise macaroni cheese put saucepan together boil guarantee already ill make pouding de noel sauce la creme mum christmas pudding bird custard powder jolly good ‘ compote de fruite tinned pineapple apricot ‘ bonbon aforesaid espergne dismantle cafe even survive toast king ‘ reunion account speech ‘ lady none within five hundred mile afterwards sing song collectively noisily possible light bed time deafness seem gradually go begin hear quite well although still whistle number officer go holland capture 18 month envy want go holland come back dave hope nanna back doctor may tell john must rest bed try time must hope best yesterday go ration butter ask ¼ lb want 2 – ¼ lb polly ¼ lb 2 oz 6 oz marg morning go ¼ bacon quantity per week bacon madam ration work order yet treat go shop do little garden afternoon hop hear good news much love love mamma,1918
pw140,27th feb 1918 lord milner mistake may david beckenham 27 2 dear david morning letter 2nd jan. arrive succeed make sound jolly contain account xmas dinner like see feast particularly hear speech 4 ½ week since last letter one particularly welcome 4 letter 14th nov 5th dec. matter fact write expect xmas traffic upset get time guess one contain account bazaar princess beatrice buy 6 pair sock make mrs taylor ignore mine write muriel give message forget brigstock ask mrs. taylor next time go copy letter send morning hope home next xmas expect home long ball waistcoat wool leave last night commence make teapot cosy pale blue ribbon run round top read good yarn lord milner friend wedding bad never see bride make affable tell know jack often read piece letter dear nellie write whereupon bride froze say name joan goodbye p.s temporary girl take work along two still third send indemnity,1918
pw141,26th feb 1918 looting office may david beckenham 26 2 dear david friday afternoon leave little early pleased mama leave miss carter ask could come next day saturday instead one mine want go ascot weekend mine willingly change intend gardening saturday morning afternoon front want badly lime want digging back beautiful bright day plenty sunshine wind cold mama say well stay indoors waste day practically except finish coat look alright sunday mac come look awfully well bring u photo chatty ever news sunday read book call love cottage nothing well write make laugh monday wet cold mama assert say go let turn weather sit blazing fire make tam shanter enjoy generally course imagine whole time lonely mama come every half hour busy day bring either something eat drink physical exercise morning try counteract stuffing to-day fine allow back work quite time come complaint loot similar complaint time ago find delinquent promptly turn must look goodbye seem girl fault lose money leave coat pocket dressing room door unlocked wide open electric light room close side entrance ask trouble mama read newspaper interesting remark jericho night appear lot old testament king palace anthony cleopatra patronise place excavator find trace old wall forget dimension impregnable wall profane would think awful thing jew render music mere blast wall fell flat must stop long busy goodbye may,1918
pw142,22nd feb 1918 day may david beckenham 22 2 dear david letter 82 believe wednesday even finish knit body woolly coat collar button make sewing together do shall ready start next piece work wednesday evening say mama think damp get throat pour rain believe feeling fuss someone say get tomorrow morning til come sleep ethel alternately please say alright soon next morning come ask could see want fuss know symptom say feel though cold one girl bad cold cold guess take spread time. seem quite pleased prospect case say good stay bed to-day bring meal bargain office really bad cold ache seem ridiculous stay home voice sound bit thick however look pleading remember day owe agree send message ern day well enjoy instead fuss up-my companion let companion fuss day long least teatime felt could act humbug long really get slight cold head stay bed keep hot fearfully hot might prevent cough boast one day week cold cough whole winter last autumn either believe first autumn winter record work hard suit evidently rest nice yesterday must make lose time last even letter come mr taylor watford hear mr capel well guess thoroughly enjoy fuss mr capel mama enjoy fussing mama want stay home to-day conscience would let compromise matter say perhaps would leave imagine bad tell whole fact case promise let know everything wish would let know bad time know perhaps bad hear come salary must say goodbye may p.s fine to-morrow hope gardening,1918
pw143,20th feb 1918 nothing happen may david beckenham kent dear david glorious bright cold frosty weather change change last night misty drizzle nearly cold nothing happen since last write busy stay late keep good health say best health capital letter mama much chirpier ern letter goodchild remember wife ramsgate ern use stay would put year go broadstairs father builder own several house ramsgate learn bricklaying property come father death 79 wife several house empty scarcely visitor go ramsgate gun hear distinctly feel worried ern write long letter last night send cash carry yesterday write ethel barnett tell fond reading book send long hear letter 3 week worry perhaps move another camp perhaps censor busy read prisoner letter wait get two together still knit coat evening expect finish week maud want go maud dunstan nee harding queen hall concert saturday week afternoon want go without must leave want copy recipe mrs. taylor give kiss quick come girl may p.s forget mention last letter mrs. taylor buy mrs. day material dress black mrs. day make dress look nice delight mention let know well two get together yesterday eccles take bad soon reach business fish breakfast doctor think poison guess likely bad poor silly duffer eat ever since war commence case would shortage gloomy soul tell none men business would come back marry good half would let half starve would miserable month ago lose brother doctor r.a.m.c still physical jerk try get thin,1918
pw144,18th feb 1918 almanac prediction may david beckenham dear david saturday lose even late train morning leave early make call butcher dressmaker way home dinner shopping needlework time chance gardening tea go balham 6 arrive glorious smell cooking mrs. taylor busy make cake eat big chunk cook meat make several loaf bread look tempting pie raspberry blackberry forget bring home gidea park also apple turnover bad write lovely thing get must imagine start supper take long time sit fire knitting talk midnight soon asleep turn frosty beautifully bright result feel frisky good thing afraid sauce fancy sauce real live officer sunday get time 20 minute late chapel good sermon mr. brown maud wait u outside church naturally extra horrify mrs. taylor go cook dinner sirloin beef 3 vegetable peter take maud across common afternoon spite heavily laden inwardly go see miss massey st. thomas hospital observation doctor think two operation rather try heart rest bed told likely give housework imagine ever suppose do time look well joke away send love lip look bit blue know sign heart trouble reach home 5 15 finish tea mr day come home daughter look well make letter evening go chapel late usual home supper mr taylor say port pour tumbler instead wine glass almost full result go straight head turn round fire final warm retire early talk laugh goodness know notice mrs day fall asleep suddenly taylor nod curl chair get drowsey suddenly look clock find fit hurry first time day either bed step morning late business surprised find old moore almanac 56 try make foretell year january predict commencement peace negociations passing woman suffrage bill event come pass far make much admit peace negociations fall june apparently peace negociations complete sept. big council paris negociations work well certain thing resettle december woman actually vote wisely well course would hear course take grain salt germany practically soap manage case pas chisel sandpaper finished. plenty commodity price go look likely much want think daily mail wonderful world shortage commence yet still get want must disappoint paper must get work goodbye may,1918
pw145,15th feb 1918 magisterial mishap may david letter no.79 dear david everything deadly dull scrap news telephone girl marry supervisor telephone co. away little girl whooping cough likely remain away several week make u busy slack time come keep place open firstly get anyone else secondly like much trouble morning maud bring letter miss rigg photo miss rigg retire last christmas like unemployed give fit depression suppose old take hobby guess shall time fit depression one thing shall make sufficient handful keep go forget promise ill least every sunday morning course bad holiday fuss suppose miss rigg think fuss anybody rate never fuss school see either chief since wednesday speak nicely telephone little say general manager practically tell old allow know mind regard course put way folks shine give way come salary must put away 1 letter expect last week yet arrive still must way next one tomorrow shall leave early shopping way home gardening afternoon tea early balham weekend tell two old crony policy examiner watkins harding call wrong name thus insult intensely – say well watkins moment come show photo proof say get rest home go give one knit coat must stop long goodbye may p.s afternoon l. pay u first visit chief london office intend enter walk across room miss carter magisterial manner – one young hopeful hopeless present reach door time open hold well front smoky steaming kettle yell boiling recover bow smile collide chair time chair certainly place slap gangway reach miss carter get two desk large recline forward great angle – gum admit also wrong place time girl could keep twitter quickly tell girl want do go still quicker expect see,1918
pw146,14th feb 1918 pow usual day david may holzminden february l4th 1918 dearest last letter january 9th ask help mum affair expect would let interfere go office usual awfully good go brixton awfully good spend weekend appreciate letter full spend time together fancy get photo enlarge fancy girl ask frame picture nineteen girl gaze embarrassing way photo speculation engagement go great length yet look give go theatre thing goodness sake let music drop constantly long hear play awfully good take much trouble book – arrive yet waistcoat book form forward board education expect turn soon hope anyhow cousin bert marry girl engage another letter maud please thank read note gardening-vegetable gardening consequence dreaming also talk two men regiment room one say father-in-law grow enough vegetable six piece ground 30 yard 50 yard wonder whether might try grow vegetable day sort idea much spend vegetable year say short time could perhaps tell whether would worth try regard fitting house like idea cupboard glass door instead wardrobe try think arrangement double glass would able see side yet hit one except separate glass stand satisfactory think fitted wash basin bedroom also think shoot sieve leading ground floor fire cellar suppose one cinder etc could clear away month instead daily sort window want casement sliding idea place cold storage cellar sure cellar would worth extra cost would covered brick pit outside read something like note specification still let know think also give idea hear metric system measure introduce home could send arithmetic book give system soon one publish think ask either last letter one want know day well much like mark twain diary – first day – get dress go bed 2nd day – get wash go bed 3rd day – get dress go bed something like get physical jerk breakfast 9 clock roll call afterwards small ding do get parcel letter etc walk round enclosure exercise usually dream thing get back hour cooking lunch put end walk lunch 12 lunch usually read afternoon odd job darning much darn way one sew etc wont put longer 4 clock usually go another walk round enclosure hour roll call 5 afterwards tea read evening roll call bed light 10 clock usual day seem like much one life practically useless still last much long suppose make goodbye enclose letter mum charles webber give mum money send christmas present know whats take never still good,1918
pw147,13th feb 1918 office politics may david beckenham 13 2 dear david last monday lecture worth listen half word could hear remain half interesting catch 7 home knit tuesday perfect little cherub several week straight get pet abomination cave reduce state get tire tameness thing two chief send discuss matter mention think censor would approve disagree say principle argue argue course keep temper general manager get positively rude naturally felt right talk like mother end say part unless give way could get someone else place secretary come corridor tame go walk away g. m. morning send come bit – know go happen care come home hope learn business meantime could easily get good temporary place need think right others wrong point view best u – point view say think dictatorial object much 0 poor secretary course general manager turn best smooth thing u enjoy yesterday come home truth without flattery think good place affection elsewhere time really little divvil time mrs. taylor come yesterday morning think rather worried mrs. capel strong also regard paper fill people notice undercharge send another charge put matter right – last year yesterday letter ethel barnett sister want send book read ask set could time reply yet would like harvey meditation amongst tomb read book yet spite entice title believe ethel enjoy though could say fancy amuse like doleful music letter yet saturday afternoon think shall garden teatime go balham weekend long know though know say alright take grain salt goodbye may,1918
