keys,letter,year
pw111,22nd april pitman shorthand 22.4.18 107 recital weekend arrive 9.30 cherub salubrious district bethnal green arrive 10.0 poor matthew shocked discover lady return infirmary thursday cry jpy top floor struck palace infirmary doctor wonderful progress weak isinglass blancmange gaze mystify whatever earth certainly pretty shape perfectly moreover smelt strongly brandy isinglass blancmange immediately poor soul money depart reach 11.20 12.30 balham usual arrive dinner migrate best bib tucker best manner tea new dress approves poor peter approve allow swept garnish occasion sing song sing business impress upon best fool tease eve supper till 10.30. slept till 10.30 respectable early cup tea 9.30 11.30 breakfast 12.0. pouring wet least many recitation past deed wedding fire drawing chapel full spite rain minister spirit everyone else less smile cheerfully help smile hymn remark stage whisper daddy favourite hymn organ play verse usual whistle certainly quietly count postcard missing 24 somewhere 25 arrive harrod store bye cheap main deliver evidently reply mine xmas holiday evidently contain cox balance £25 something balham 8.20 usual tram arrive 9.30. weather beautiful sun shin thoroughly weekend certainly ps bye quicker method shorthand pitman learn something enquiry pitman bit slow,1918
pw112,19th april disagreeable 19.4.18 cold winter cold rain occasionally snow uncle ken whether grumble boy noise sympathise offer auntie rest fact forceful polite fancy disagreeable ought ashamed whose duty play thankful hurry auntie since giddy aunt christmas penge tonight butcher bill auntie live quarter hour butcher particularly guess pitch uncle pretty hard adopt prisoner germany name bale bert company something ern adopt cost £40 money central prisoner committee rest unknown reason pleased dream dreamt england meet certain station london wait behind others ticket uniform saw laugh cheeky eventually joke word england invite meet guess wild witness. reason witness wait arrangement marry station quiet. promptly object calmly smiling wake snow warm tomorrow tea spend,1918
pw113,17th april side win 17.4.18 weather rain sleet monday cease guess cold miserable thank goodness warm waistcoat imagine complete everything usual plenty fight continent side win strike funny side win lose colossal number world record side win lose ground wonder tire upheaval nation woman nation lady humbly crave pardon hash world vain run thousand constructive destructive million life pain rear ruthlessly throw tax brain utmost order destroy wholesale forgive world right chance spoil future humble servant big mess have. somehow imagine paper paragraph interest police court black swear magistrate christian respectfully reply sar quiet…folk. piece dirty woman tram car sit move woman proud eighteen penny pocket true gentleman opposite amaze exactly something £17 note perhaps april snowstorm. address promise £17 odd prediction true forget mention buy something gold money help choose banking account date late ps dreamt fire dream mean dreamer lover happy happiness continue true,1918
pw114,17th april headmaster rushbrooke april 17 line sympathy enforced inactivity hopeful heard prisoner kindly treat message courage affectionately wg rushbrooke st olave tower bridge se1,1918
pw115,15th april dog play 15.4.18 late friday fact month date new bethnal green infirmary saw poor matthew 3/4ths hour interesting locality admit bus infirmary dismal hole soul sit dinner dreadfully upset infirmary apparently shocking disgrace buck cry gratitude pitched yarn badly fare without message cheer greatly four live milk eat appear chair fell head bring crisis breakdown later dismal 3.15 arrive balham 4.30 cheerful weekend 10.0 saty 10.20 almost sleep clock 12.0 breakfast across toot common pretty cold sharp north wind three third peter double lughter felt frisky fancy pup dog join antic dog air along quickly peter suddenly dive toss sensation queer evidently game many minute across peep glenroy sit seat afterwards hang around lady-killing cousin catch laugh heartily dinner sit fire tea chapel packed every seat prayer meeting clapham common peter afterwards pack nicies least supper rain 8 cox balance less £25 arrive cox increase payment £15 month builder clerk left england bye piece soap manage without soap use sandpaper grow beard german use soap substitute ruin skin yellow soap price buy toilet soap 1/2d dreadfully careful,1918
pw116,15th april pow concert april 15th 21 dearest 1st spend money naughty twinkling eye shortly sorry queer cold muggridge gm climb decency apologise usual select number muller jerk weird contortion amusement edification sentry run enclosure truly life strenuous event quarter hour physical jerk class usually contain three member prefer ten minute health sake twice less item breakfast always cry roll settle since alter plan somewhat knock coal store larder coal store mean door coal store general store lean-to addition outside kitchen dining fireplace upstairs reverse position bathroom cupboard lavatory bathroom window cupboard window add porch difficult sketch able decently step red brick side dwarf wall 6 high red brick build herringbone pattern stone curb top wall roof balustrade turned baluster whole cap red tile roof hipped corner main building porch solid outer door outside porch open glazed door inside open hall scheme interior decoration hall ceiling cornice white wall woodwork stair paint fairly deep cream faint dull grey blue skirting skirt door handrail stair glossy black enamel floor stain wax polish rug certain black door muggridge port dinner sit around fire drank port later supper drank port tumbler supper final warm retire drank port laugh goodness notice afterwards drowsy others asleep strange strange wake 12.30 roll 12.40 wake precaution bottle drink port. exceed ration slightly oh yes 20 minute late chapel. surprising concert special best part preparation part assist wonderful business grease paint powder coat face every colour twice decorate stripe patch finally charm terra cotta colour blackest black eye gorgeous heather song sketch great fellow deal trouble possible paint scenery use dining stage form table handicapped whole surprisingly exhibition sketch many nearly exhibition although style landscape class fellow sketching advertisement believe least objection promise ill holiday order fuss fact ill every inducement attack enclose uncle alfred,1918
pw117,12th april cheat bookkeeper 12.4.18 reach wednesday contain £4 breath help buy something rest account month slacker flutter particular happen weather glorious change garden dry sufficiently grass cut dig trim fern hedge late later tomorrow infirmary poor matthew balham weekend massey hospital prisoner scheme folk 2/lt dh ought receive receive request 27th dec 1917. bookkeeping shorthand specification civil engineering later account difficulty obtain them. rate folk kill present spend study desperately clever ignorant worm instead reading novel study heap bookcase lightly chose simple use unless learn bookkeeping bookkeeping previous account shipping invoicing learn bookkeeping kidd learn scientifically cheat me. darling poor beggar proper bookkeeper cheat dreadfully afford uphill three baby big doctor bill felt sorry twice littlehampton 103. many ought end january early reach envelope enclosure remainder glory clementina wing wm locke tale clementina character outspoken mother bless heart weekend accounting taste thank present,1918
pw118,10th april metric system 10.4.18 weather horrible sorry till 6.30. extra hour 1/- 1/6 2/- accord standing clerk friday overtire helen soldier jack lie dead bury badly wound paper bottle beside evidently save use name hagell name luck answer bungalow brasswork brass clean cinder arrangement great worth extra cost many cinder trouble particular casement curtain venetian blind lace curtain entail door window best ventilation case windy cold window open regard metric system question raise batsfords adopt reply list enclose believe list twice suppose pass censor birthday except perhaps stick nose high frost bitten able consequently cousin bert marry originally engage believe engagement ever break although enlarge photo uniform nearly full face photo excellent vegetable mean grow bean potato principle save grown bean infinitely eat market cabbage best left grow till moment regard washbasin fit bungalow expense doubt whether worth barnett message description germany sound beautiful country,1918
pw119,"8th april weather horrible 8.4.18 no.101 till 4.30 least others till 5.30. needlework straightening 11.0. spring clean quickly landlord wednesday sweep tuesday end 1st 18 arrive 16 perhaps mail blow 18 happy 17 sound feed everything waistcoat fit sound measurement arm ever prefer arm around afraid answer point n fact answer thought compartment many argument later 10 minute forget point note board education instance enclose second note arrive cox run short balham weather horrible pour sit fire library nowhere exciting somewhat hero chapter penniless income £50,000 intermediate chapter shoot heroine marry end shoot ruffian almost head cut axe murder poisoning case abduction case thrashing liven bit hero bit smash face run bow st murder charge wrongly acquit happen within answer thank goodness",1918
pw120,6th april beach hut 6.4.18 100 reach 14th february waiting previous contain cox within order reply wet till 4.30 bit c webber copy mine tired tomorrow workman straight larder pantry right hard need worry immensely straight although ago marry great attraction 5 folk emphatically nation stand lose hundred thousand end. since felt cheerful altogether wait 5 glimpse swelled head particularly flatter folk remember dream respect beach hut barn sleep accommodation 4 folk dream practicable ought account wretched practically folk state single blessedness proverb singleness bliss ti folly wife married shoal child expensive luxury accommodation seaside often easy many board young apartment inexpensive hut near beach fit la board ship ought wild fire cost erect row sand 1.20 hour earn 6/-,1918
pw121,5th april birthday present ginger april 5th card 8 birthday many happy return present mind probably able jan 14th via berne pair sock however arrive sorry john brother mitchell manage belt repair boot consequence hand upside order save boot leather hob nail occasionally american architect brick builder architectural record paper type able able probably use later kiddy,1918
pw122,3rd april workman 4.3.18 3.4.18 99 enjoyable gt stukely learnt something rural life holiday reckon live hole chiefly account water arrangement portion village depend pump water wrong instead mend use water water butt tea taste smokey folks limit water lay bungalow wraights live purley invite holiday message nuisance spend weekend balham always bless welcome spoil wholesale return summer esther abroad cottage somewhere country furniture finchley rd flat live buck lately encyclopedia town clerk whatever provincial town workman moreover end guess cleaner queer infirmary attention wise break heart hospital treatment quicker ill someone else reply poor soul guess remember acquired company satisfactorily worry chief grave fetch liverpool reckon smart introduce shrewd experience kind accident supt mostly help company promise run every ½ hour spare decent many tackle clerk somehow strange fearfully dry ie date 1st feb.,1918
pw123,2nd april soap 2.4.18 easter consider guess fully feeling grand right shopping drop line cleaner mathews basket eatable doctor follow : reference patient matthew 20 granby st suffer great general debility deal sickness somewhat gradually improve require careful dieting nursing. hop convalescent perhaps salvation army headquarters stocking showery plant mustard cress seed mystery hansom cab interesting monday early strenuous employ labour possible workman three wednesday sweep set aforesaid ready polished furniture stack drawing wash picture vas enjoyable three postcard view huntingdon cambridge lot spite shower enclose postcard date 5th mention soap watford cold wet apparently harrod believe ago include stick shave soap precious germany bye clothe include piece soap interesting article paper return germany whole mention soap unprocurable many country run likely warn careful sufficiency germany suppose self-supporting however heap oat potato cultivate allow pig garden reckon support statistic show poor child feed clothe use past interview new engage holiday commence arrive date 1 feb contain cox worry card cheerful,1918
pw124,1st april sketch holzminden 1 4 18. no.20 dearest photo enlarge frame thought particularly pleased hand constantly ago argument g.m anxious result following altho cause something touch welfare jolly least confounded fellow bullying moment accept resignation fool regard learn care whether present mitchell elementary building construction bookcase advance deal graphic static formula generally draw various part along best mean help considerably drawing set mitchell build plate flat music case use conjunction practically sketch amplify cupboard polly collection note mine various subject use fancy somewhat advanced begin mitchell plat believe quantity bookcase fair knowledge construction besides learn quantity grow corn able teach fraction dig enclose sketch result part dream general appearance suitable alteration strike b copy refer cost either b deal large cost considerably mark size various cupboard wash basin arrange bedroom 4 necessary divide simply partition across centre external wall rough cast half timbering elevation attractive matter great deal door lead draw roam garden shutter close cosy door double door solid inner glaze outer throw care serve hatch kitchen din notice living face south whole arrangement suit aspect ground either suit scheme internal decoration hit satisfactory thanks muchly business matter successful reduce amount job permanently future thanks form board education destroy second form tire without chance recover weekend april brilliant sunshine snow shower alternately hill valley camp cloud fill valley mist distance whole gap hill fill huge smouldering fire hill side perhaps golden sun wood high stand sharp clear cut black shadow prelude cradle piece remember play prelude play play infinitely drop lose beauty music use enclose,1918
pw125,30th short 30.3.18 short 5 queer outbreak measles winter percy wraight holiday cancel folk huntingdon wire without afterwards arrive cold showery bright able gardening rain ground sodden ern bike ride plant tomato seed thus steal cucumber sit fire knit 10.0. p.c watford easter massey wednesday better poor cleaner matthew ill. doctor suffer general debility sickness hop recover sound grand weekend almost 4 since p.c balham mention 1st feb,1918
pw126,27th tomato cucumber 27.3.18 winter snow north london wind cut horribly grey mind ahead meantime heap thankful present scrap guess grayford whenever always pop motherly queer cheerfully almost 10 minute cross brutally selfish admit perhaps ought believe holiday percy phone easter monday mind bit new blouse buy grey silk 9/11d value grow fatter huge ern grow tomato attempting cucumber remember succeed grow alas beauty ern competition grow rest produce grass cut invest £10 £35 already sale lady daventry smith surbiton almost tame especially previous contain terrible scandal cause death accident besides plenty misery friday friday drop line business cheerful always,1918
pw127,25th chapel pack 25.3.18 weekend diary friday dressmaker business accompany companion quarrel carry butcher bill arrive late late use use personally knit supper glorious new dress early 12.30 sharp sharp balham shortly dinner beast dinner mind lose bye grow corporation poison attempt cook dinner shopping thoroughly content four large shop select hat without hat suit vanity ought new face hat suit tea afterwards plough knit reach interesting part ought doubt whether enough shock supper clock summer asleep slept nearly always excellent conscience imagination vivid almost fondle sleep perhaps tired end wake ie 8.0 summer remember clock extra dream eventually 9.30 glorious mean cemetery ala muddle til dinner catch 3.19. mint sauce dinner remind summer warmer wear new hat chapel comfortable sure wide brim possibly closely chapel pack sit step stand anniversary school singing choir master flourish baton grand style stand edge gallery instead usual twice speak hearty spite fact brown continue sermon preach fear lord beginning wisdom sermon continuation second coming christ air saint chapel peter supper reach 9.30 second since spend weekend balham early enough eat generally pleased card date feb 6 mention 1 feb enclose cox run short money newspaper full side win usual apparently despatch glory en masse grow callous rate hop,1918
pw128,22nd censor 22.3.18 friday grumble instead grumbling card usual wording plus fact use head tomorrow shop buy new hat violet dress vanity knitting darning stocking invest bonus add wednesday longer salary thank goodness money chest right short quantity tonight dressmaker skirt alter bils butcher knit newspaper thank goodness sorry normal holiday rest cut censor,1918
pw129,20th golf corset 20.3.18 monday spent paper joke best topical hence repeat picture laugh lady paper illustration golf corset especially sporting paper picture illustration advertisement right middle lady swing club dress corset couple lace frill caddy hold cap face behind evidently overcome club fairly eye wicked bounder peep bunker shock wonder censor pass picture shocking grey drizzle kipper paste knitting stocking prefer sock quicker glorious lose early purposely companion company immensely conclusion doubt always blessing although important monday dreamt dreamt married dreadful sign mean death strong die die live without mind mile bit guess inaction help plenty thought happy ever become thin willowy graceful barrel exercise eat ever remember breakfast use consist thin piece bread butter cup tea paper month article value oat apparently everyone eat oatmeal less wheat trouble food question whole world save style food crank live england eat fat bacon duty nation large plateful porridge golden syrup bacon bread butter slice marmalade case bilious eat usual amount invalid return tomorrow,1918
pw130,18th surrey hill 18.3.18 half page cut censor needlework dream dream civilian clothes tease realistic manner sorry wake mac age wednesday easter holiday alter slightest spite hard newspaper beautiful weather wind cold three owe illness therefore guess p.s since £5 bonus tea yes spend wander surrey hill directly leaf,1918
pw131,15th wife angel 15.3.18 excuse red type fill heading complete portion classification investment usual happen since sharp 5.30 ten minute mind sutton tomorrow addressed envelope rise to-day salary £1.12.6 something funny resigned husband wife angel always harp something wear. wonder ever angel mean reading mark beast awful ever author die month gloomy vivid awful imagination something death previous twinkling eye lend return unread believe frighten religion case pet theory upset russell bright cold present,1918
pw132,13th pankhurst 13.3.18 relate since mrs. p.c date 28th jan. second photo waistcoat decide easter whitsun saty holiday whitsun caster huntingdon mrs. spend however spend whitsun always health decide holiday dr. medical certificate change cousin sutton staff pull together hold till easter duration creature limit sometimes almost sorry healthy fault help fancy somewhat conceited rate self-important sequel order twinkling eye viz mark beast account great tribulation 7 mention bible follow second coming christ air saint dead live behind ala accord author bishop theatre holy spirit earth devil dreadfully deprave text author quote apparently happen 42 month universal great tribulation anti-christ reign jerusalem christ king reign 1000 earth whole theme interesting author humanlike prejudice instance woman movement worry awful deal due equality sex emancipated woman promptly marriage service live wickedness poor worry spite wonderful knowledge bible overlook christian era neither male female thereby denote equality sex worth suppose poor soul prefer apparently toady woman folk reality fool guess half remind ticket chief albert hall mrs. pankhurst chair believe mass meeting since woman vote extend lecture exception policy i.e policy learned barrister listen thought usual wander past future remind : dream dwelling bungalow beach hut somewhere south coast consist barn divide 3. part nearest sea i.e actually beach sitting whole somehow open behind division contain shelf cupboard range sink furthest part divide match board slip contain bench mattress blanket mean barn sleep 4. possess dream either present,1918
pw133,8th drawing 8 18. usual mrs. weekend tomorrow dressmaker cemetery weather permitting permit stocking knit progress slowly health six inch new library funny sally rock vi birthday happy new grin mean silk bag buy bazaar vi immensely georgie cold otherwise except auntie woman help treasure saw draw majestic special ragged urchin push homemade barrow path word wheel road boy. garn pass real cop road e nuffink see. four guess eccles whole p.s always wonder suppose allow,1918
pw134,6th blustering chief 6 18. weather improve tremendously maple dividend bonus nearly £3 country full money folk 5 inch stocking knitting fine behindhand policy 27th ult instead 4th inst utmost allow humphries dreadfully excite lutt blaze best guess late bye funny lately company building general manager chairman director blustering chief accident supt. director company apparently new company particularly smoothly use concern something wrong chief bear lately difference opinion general manager accident supt sent silly question manage politely drive own bother acquire company practically management beyond g.m early grave finally g.m pass matter ace supt report detail supt figure amount managing add necessary company manage personally job imagine deal sack,1918
pw135,4th bald head fossil 4 18. intensely cold boisterous bright balham greet smell sausage apple tart oven taste smelt catch 6 8. brixton mrs. plough fit cough 10 second promptly bag pot honey lemon mixed quickly cure arrive postie bring 16th jan. contain account lecture laugh hoarse glance sound comparatively happy prisoner bring fine black yarny wool buy aunt thinner stocking summer age wool fine fancy darn poor stroke muriel yes fancy norah madge relation yes temporary ago account chest delicate consider strong dress abet scantily dead fortnight use board school muriel andrew palmist mr. maconachie world cemetery anticipate clerk weather emphatically blow hard possible rain hard possible cold lazy instead newspaper mrs. many malayalam share certificate matter mr. h. webber hand copy reference happen mr. webber cancel order share due name pro tem money brigstock felt bald head fossil watkins bring photo to-day duly sign splendid friday stand temporary watkins age 18 money watkins relation calmly sisters. injured innocence fly,1918
pw136,2nd harrod ginger linn card 7 mar 2nd date nov 24th since often possible card month harrod previous dec 18th jan 6th probably berne bread always others life resolve something mark twain diary 1st wash 2nd wash however deal reading publisher library novel dick belt stuff boot repair heap hob nail,1918
pw137,1st order 1 18. line late tea-pot cosy nicely lion suppose order builder clerk batsford list everyman wayfarer library catalogue engineering copy twinkling eye goody goody contain interesting fact jew to-morrow spend mrs. cold garden particularly cemetery bulb bird nasty peck bulb cover every payday temporary bye wednesday invest £10 beating record,1918
pw138,1st weser holzmindln 1st 18 dearest waistcoat splendid fit glove manage fit hug nearly pull shape third lot thanks estimating lockwoods useful batsfords however list surveyor institution library list architectural include november 16th enclose form board education mention enclose forward enclose cox increase monthly amount £15 manage amount usual january 16th many able carry somewhere instead possibly without manage without cold manage winter thank mean badly spend many weekend business matter midnight second epistle lieutenant barnett hop censor excommunicate offer thank library novel technical parade party forty weser run close distance along bank opposite side hill practically water edge 600 700 foot wooded distance cross field village close camp village picturesque nearly half timbered panel timber generally fill rough cast whiten clean appearance whole party cause stir number window notice life somewhat different route piece pine wood mile camp nearly hill camp pine wood grow upper slope fine wood point view scenery wood view part weser valley range hill village distance begin green later birthday within buy something many happy return,1918
pw139,28th feb rationing london fanny ginger linn 56 ramsden road balham london sw12 feb 20th darling receive date jan 2. part xmas dinner nine great mighty feast menu beginning draw lot fellow menu cook cook nearly 5 others lay table table sight god blanket serve table cloth set silver save mark cutlery sparkling winking light splendidly central ornament oyley smooth cotton towel use gorgeous spergne base metal shave mirror fill silver cover chocolate imitation christmas greenery menu sketch card show big busting butler ring bell dinner menu puree de legume half doz packet soup powder mixed together indiscriminately regardless flavour result saumon en casserole matter fact cook frying pan tin salmon lot dinde au jambon la diable fellow divil mess pommes de terr beurrees harricots petit poi tin macaroni la francaise macaroni cheese saucepan together boil guarantee already ill pouding de noel sauce la creme christmas pudding bird custard powder jolly compote de fruite tinned pineapple apricot bonbon aforesaid espergne dismantle cafe survive toast king reunion account speech lady none within five hundred mile afterwards sing song collectively noisily possible light deafness gradually begin although whistle number holland capture 18 month envy holland dave nanna doctor john rest best ration butter ¼ lb ¼ lb polly ¼ lb oz 6 oz marg ¼ bacon quantity per bacon madam ration order treat shop garden hop love love mamma,1918
pw140,27th feb lord milner mistake 27 18. 2nd jan. arrive succeed sound jolly contain account xmas dinner feast particularly speech 4 ½ since particularly welcome 4 14th nov 5th dec. matter fact 12. xmas traffic upset guess contain account bazaar princess beatrice buy 6 pair sock ignore mine muriel message forget brigstock mrs. copy xmas ball waistcoat wool commence teapot cosy pale blue ribbon run top yarn lord milner friend wedding bride affable jack often piece nellie whereupon bride froze name joan p.s temporary along third indemnity,1918
pw141,26th feb looting 26 18. friday early pleased carter instead mine ascot weekend mine willingly change intend gardening badly lime digging beautiful bright plenty sunshine wind cold indoors waste practically except coat mac bring photo chatty ever love cottage laugh monday wet cold assert weather sit blazing fire tam shanter generally imagine whole lonely every half hour bring either something eat drink physical exercise counteract stuffing to-day fine allow complaint loot similar complaint ago delinquent promptly fault lose money coat pocket dressing door unlocked wide open electric light close side entrance trouble newspaper interesting remark jericho appear lot testament king palace anthony cleopatra patronise excavator trace wall forget dimension impregnable wall : profane awful jew render music mere blast wall fell flat,1918
pw142,22nd feb 22 18. 82 believe wednesday knit body woolly coat collar button sewing together ready piece wednesday damp throat pour rain believe feeling fuss someone tomorrow til sleep alternately 7.0 fuss symptom cold cold cold guess spread time. pleased prospect case to-day bring meal bargain cold ache ridiculous voice sound bit thick however pleading remember owe agree message ern instead fuss up-my companion companion fuss least teatime felt act humbug slight cold head hot fearfully hot prevent cough boast cold cough whole winter autumn either believe autumn winter record hard suit evidently rest lose watford capel guess thoroughly fuss capel fussing to-day conscience compromise matter perhaps 4.30. imagine whole fact case promise everything perhaps salary p.s fine to-morrow gardening,1918
pw143,20th feb happen kent 20.2.18. glorious bright cold frosty weather change change misty drizzle nearly cold happen since late health best health capital chirpier ern goodchild remember wife ramsgate ern use broadstairs father builder own ramsgate learn bricklaying property father death 79 wife 77. empty scarcely visitor ramsgate gun distinctly worried ern cash carry barnett fond reading 1/2 worry perhaps move camp perhaps censor prisoner wait together knit coat dunstan nee harding queen hall concert without copy recipe mrs. kiss quick p.s forget mention mrs. buy mrs. material dress black mrs. dress delight mention together eccles reach business fish breakfast doctor poison guess likely poor silly duffer eat ever since commence case shortage : gloomy soul none business marry half half starve miserable month ago lose brother doctor r.a.m.c physical jerk thin,1918
pw144,18th feb almanac prediction 18.2.8. : lose late early butcher dressmaker dinner shopping needlework chance gardening tea balham 6 5. arrive 7.0. glorious smell cooking mrs. cake eat big chunk cook meat loaf bread tempting pie raspberry blackberry forget bring gidea park apple turnover imagine 7.30. supper sit fire knitting midnight asleep frosty beautifully bright result frisky afraid sauce fancy sauce real live : 20 minute late chapel sermon mr. brown wait outside church naturally extra horrify mrs. cook dinner sirloin beef vegetable peter across common spite heavily laden inwardly massey st. thomas hospital observation doctor operation heart rest told likely housework imagine ever suppose joke love lip bit blue sign heart trouble reach 5 15 tea daughter chapel late usual supper port pour tumbler instead wine glass almost full result straight head fire final warm retire early laugh goodness notice fall asleep suddenly mrs. nod curl chair drowsey suddenly clock 12.30 fit hurry 12.40. either step late business surprised moore almanac 56 foretell january predict commencement peace negociations passing woman suffrage bill event pass admit peace negociations fall apparently peace negociations complete sept. big council paris negociations certain resettle december woman actually vote wisely grain salt germany practically soap manage case pas chisel sandpaper finished. plenty commodity price likely daily mail wonderful world shortage commence disappoint paper,1918
pw145,15th feb magisterial mishap 15.2.18 no.79 11.0. everything deadly dull scrap telephone marry supervisor telephone co. whooping cough likely remain slack open firstly anyone else secondly trouble bring rigg photo rigg retire christmas unemployed fit depression suppose hobby guess fit depression sufficient handful forget promise ill least every holiday fuss suppose rigg fuss anybody rate fuss school either chief since wednesday speak nicely telephone general manager practically allow mind regard folks shine salary 1 50. arrive tomorrow early shopping gardening tea early balham weekend crony policy examiner watkins harding wrong name thus insult intensely watkins moment show photo proof rest 2/3rds knit coat p.s l. visit chief london intend enter across carter magisterial manner young hopeful hopeless present reach door open hold smoky steaming kettle yell boiling recover bow smile collide chair chair certainly slap gangway reach carter desk large recline forward great angle gum admit wrong twitter quickly quicker,1918
pw146,14th feb pow usual holzminden february l4th dearest january 9th help affair interfere usual brixton spend weekend appreciate full spend together fancy photo enlarge fancy frame picture nineteen gaze embarrassing photo speculation engagement great length theatre goodness sake music drop constantly play trouble arrive waistcoat form forward board education anyhow cousin bert marry engage thank note gardening-vegetable gardening consequence dreaming regiment father-in-law grow enough vegetable six piece ground 30 yard 50 yard wonder whether grow vegetable spend vegetable short perhaps whether worth regard fitting cupboard glass door instead wardrobe arrangement double glass able side hit except separate glass stand satisfactory fitted wash basin bedroom shoot sieve leading ground floor fire cellar suppose cinder clear month instead daily window casement sliding cold storage cellar sure cellar worth extra cost covered brick pit outside something note specification metric system measure introduce arithmetic system publish either mark twain diary dress 2nd wash 3rd dress something 7.30 physical jerk breakfast 9 clock roll afterwards ding enclosure exercise usually dream hour 11.30 cooking lunch end lunch 12 1. lunch usually odd job darning darn sew wont longer 4 clock usually enclosure hour roll 5 afterwards tea roll 9.30 light 10 clock usual life practically useless suppose enclose charles webber money christmas present whats,1918
pw147,13th feb politics 13 18. monday lecture worth listen half word remain half interesting catch 7 3. knit tuesday : perfect cherub straight pet abomination cave reduce state tire tameness chief discuss matter mention censor approve disagree principle argue argue temper general manager positively rude naturally felt right mother end part unless someone else secretary corridor tame g. m. bit happen care learn business meantime easily temporary need right others wrong point view best point view dictatorial object 0 poor secretary general manager best smooth truth without flattery affection elsewhere divvil mrs. worried mrs. capel strong regard paper fill notice undercharge charge matter right barnett sister set reply harvey meditation amongst tomb spite entice title believe fancy amuse doleful music garden teatime balham weekend grain salt,1918
pw148,11th feb joke 11.2.18. friday : caught usual coat usual : glorious catch late seat doubtful compartment result someone station martyr nicely 12 30. favourite dinner coffee tongue bread butter kipper paste digest dinner garden slack lime arrive dig garden rough behind dig lime top gale interfere stoop dark felt break ever since many muscle second woolly coat sleep hard : sun plenty wind breakfast hearty constant companion cemetery bulb forget mention mrs. watford till monday lecture brother alfred previous immensely mrs. capel penge auntie georgie lively wear neck whole mother simply baby jealous helen neck auntie tremendous martyr resting anyone help child bedroom lively youngster cheer funny teeth georgie cemetery ache push car cry bit finally decide eat lot pudding leg grow cemetery grave crocus snowdrop hyacinth thick penge station catch paper joke worth repeat royal west kents following paper john bull bystander cassell weekly london opinion answer titbit weekend joke worth repeat picture best : interrupt frequently use word camouflage wear pink ribbon camouflage. young anyone kiss sister bobby bobby wearily sailor return sea ramble restaurant glance bill fare around waiter yessir waiter slide response waiter frog legs. sir rhumatism this. sergeant form 4 number elderly rookie slightly confuse 190139 sergeant yer bloomin age yer number rank waiter elderly spinster duck sentry halt whogoesthere absentminded season caller oil painting master butler sir missus bill smith blowout new yus success ear missus 3/- empty day. doctor extremely sorry wife completely lose mind husband wearily surprise bit every 15 years. illustration paper amateur gentleman tale full duel suchlike lend 10 0. sleep top till 7.0. 5.40 wait lecture motor insurance theory practice,1918
pw149,8th feb 8 18. usually friday thursday ghost chance 1.45. stroke guess epistle perhaps knit coat halfway second hindrance nuisance final meeting bazaar total figure hold langham monday tea 5.30. lecture motor insce institute monday 5.30. attend guess duty usual deserve stained glass window halo head unsightly seam glory weekend mrs. watford weekend till monday weather warm wet underfoot almost summer to-day owing brilliant sun across hayes common slack lime order arrive hurry to-night drunk owe paper every properly 5 15. mrs. best possibly great joy weekend tho always set weekend monday almost 5.30 nearer,1918
pw150,6th feb open woman 18 manor rd wednesday 6.2.18 monday 5.30 hour light straight knit many mile knit life coat remarkable shape shoulder perhaps shoulder usually worry knitting generally clumsy tuesday importance happen smoothly senior monday month breakdown overwork slave datchelor suppose help weekend use hospital mistake definite weekend hard knit postcard arrive dated 17th january mention insurance institute open woman promptly join lecture month gresham monday motor insurance white cross believe best motor insce co. lecture benefit extra knowledge marine dept building impracticable co. extra indemnity mutual marine buy temper somewhat name increase straightforward copy-policies being super need worry hard martyr others postcard instruction till weekend order slack lime garden arrive ground case 56 head owe perhaps case shop present p.s buy piece 17th dec 7th jan. balham enlargement wykeham xmas fact excellent pleased watford tomorrow,1918
pw151,4th feb piano practice 74 18 manor road monday 4 18. forget friday knit shopping dressmaker giddy aunt giddy absolutely daze helen business monday christmas auntie anyone child act nurse funny sorry child georgie happy toy play need naturally billy together noisy mischievous belief auntie upstairs sake quietness certainly bit pale youngster eat breakfast cook dinner poor georgie hold tightly thoroughly early lesson 56 4.0. reach 3.0. third sister-in-law lose owe clock slow clock awful male wait 5.0. arrive believe meantime photo close piano inspiration longing since practise fortunately contain prelude cradle piece practice hard encourage felt air directly 5.0. reach balham lively tea 6.30. 8.0. sewing clean grey dress benzine least state dress successful use benzine percy wraight wraight draw laugh 2.20. others use set suddenly convenient bunker weather wet warm rain heard batsfords list pass censor suppose sooner later order reach present affair settle believe less visit everything,1918
pw152,4th feb boot repair ginger linn feb 4th card 6 sorry linn death john deep sympathy john great nov 15th 24th contain thanks ever sock battalion doubtless dick belt boot repair together plenty brad hob nail consequence carefully boot berne continue bread 4 stoppage transport somewhere number holland capture early envy holland 4 photo kiddy,1918
